country,country_code,region,income_group,year,digital_id_usage_pct,indicator_description,unit_of_measure,frequency,aggregation_method,source_database,data_status,confidentiality_status
Morocco,MAR,Middle East & North Africa,Lower middle income,2024,13.65,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Morocco,MAR,Middle East & North Africa,Lower middle income,2024,10.68,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Morocco,MAR,Middle East & North Africa,Lower middle income,2024,10.76,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Morocco,MAR,Middle East & North Africa,Lower middle income,2024,25.12,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Morocco,MAR,Middle East & North Africa,Lower middle income,2024,15.5,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Morocco,MAR,Middle East & North Africa,Lower middle income,2024,13.49,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Morocco,MAR,Middle East & North Africa,Lower middle income,2024,26.03,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Morocco,MAR,Middle East & North Africa,Lower middle income,2024,13.4,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Netherlands,NLD,Europe & Central Asia,High income,2024,89.88,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Netherlands,NLD,Europe & Central Asia,High income,2024,82.9,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Netherlands,NLD,Europe & Central Asia,High income,2024,85.05,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Netherlands,NLD,Europe & Central Asia,High income,2024,84.88,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Netherlands,NLD,Europe & Central Asia,High income,2024,86.05,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Netherlands,NLD,Europe & Central Asia,High income,2024,96.86,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Netherlands,NLD,Europe & Central Asia,High income,2024,83.9,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Netherlands,NLD,Europe & Central Asia,High income,2024,80.5,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Netherlands,NLD,Europe & Central Asia,High income,2024,88.9,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Netherlands,NLD,Europe & Central Asia,High income,2024,74.46,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Netherlands,NLD,Europe & Central Asia,High income,2024,62.29,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Netherlands,NLD,Europe & Central Asia,High income,2024,81.66,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Netherlands,NLD,Europe & Central Asia,High income,2024,81.98,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
New Zealand,NZL,East Asia & Pacific,High income,2024,84.04,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
New Zealand,NZL,East Asia & Pacific,High income,2024,85.46,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
New Zealand,NZL,East Asia & Pacific,High income,2024,84.46,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
New Zealand,NZL,East Asia & Pacific,High income,2024,86.53,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
New Zealand,NZL,East Asia & Pacific,High income,2024,88.52,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
New Zealand,NZL,East Asia & Pacific,High income,2024,84.99,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
New Zealand,NZL,East Asia & Pacific,High income,2024,51.24,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
New Zealand,NZL,East Asia & Pacific,High income,2024,89.08,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
New Zealand,NZL,East Asia & Pacific,High income,2024,85.2,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
New Zealand,NZL,East Asia & Pacific,High income,2024,81.06,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
New Zealand,NZL,East Asia & Pacific,High income,2024,85.3,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
New Zealand,NZL,East Asia & Pacific,High income,2024,84.93,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
New Zealand,NZL,East Asia & Pacific,High income,2024,87.13,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Norway,NOR,Europe & Central Asia,High income,2024,96.58,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Norway,NOR,Europe & Central Asia,High income,2024,97.29,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Norway,NOR,Europe & Central Asia,High income,2024,96.63,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Norway,NOR,Europe & Central Asia,High income,2024,96.13,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Norway,NOR,Europe & Central Asia,High income,2024,97.45,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Norway,NOR,Europe & Central Asia,High income,2024,94.59,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Norway,NOR,Europe & Central Asia,High income,2024,96.68,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Norway,NOR,Europe & Central Asia,High income,2024,91.57,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Norway,NOR,Europe & Central Asia,High income,2024,95.62,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Norway,NOR,Europe & Central Asia,High income,2024,100.0,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Norway,NOR,Europe & Central Asia,High income,2024,97.47,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Norway,NOR,Europe & Central Asia,High income,2024,98.64,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Norway,NOR,Europe & Central Asia,High income,2024,97.8,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Panama,PAN,Latin America & Caribbean,Upper middle income,2024,47.11,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Panama,PAN,Latin America & Caribbean,Upper middle income,2024,23.21,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Panama,PAN,Latin America & Caribbean,Upper middle income,2024,32.11,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Panama,PAN,Latin America & Caribbean,Upper middle income,2024,36.72,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Panama,PAN,Latin America & Caribbean,Upper middle income,2024,37.82,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Panama,PAN,Latin America & Caribbean,Upper middle income,2024,43.61,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Panama,PAN,Latin America & Caribbean,Upper middle income,2024,54.71,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Panama,PAN,Latin America & Caribbean,Upper middle income,2024,54.95,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Panama,PAN,Latin America & Caribbean,Upper middle income,2024,40.6,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Panama,PAN,Latin America & Caribbean,Upper middle income,2024,15.99,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Panama,PAN,Latin America & Caribbean,Upper middle income,2024,24.97,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Panama,PAN,Latin America & Caribbean,Upper middle income,2024,45.91,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Panama,PAN,Latin America & Caribbean,Upper middle income,2024,55.56,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Paraguay,PRY,Latin America & Caribbean,Upper middle income,2024,67.95,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Paraguay,PRY,Latin America & Caribbean,Upper middle income,2024,62.94,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Paraguay,PRY,Latin America & Caribbean,Upper middle income,2024,68.57,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Paraguay,PRY,Latin America & Caribbean,Upper middle income,2024,67.87,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Paraguay,PRY,Latin America & Caribbean,Upper middle income,2024,78.87,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Paraguay,PRY,Latin America & Caribbean,Upper middle income,2024,71.69,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Paraguay,PRY,Latin America & Caribbean,Upper middle income,2024,72.51,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Paraguay,PRY,Latin America & Caribbean,Upper middle income,2024,72.17,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Paraguay,PRY,Latin America & Caribbean,Upper middle income,2024,69.1,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Paraguay,PRY,Latin America & Caribbean,Upper middle income,2024,67.01,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Paraguay,PRY,Latin America & Caribbean,Upper middle income,2024,66.99,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Paraguay,PRY,Latin America & Caribbean,Upper middle income,2024,68.73,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Peru,PER,Latin America & Caribbean,Upper middle income,2024,28.74,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Peru,PER,Latin America & Caribbean,Upper middle income,2024,32.79,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Peru,PER,Latin America & Caribbean,Upper middle income,2024,38.53,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Peru,PER,Latin America & Caribbean,Upper middle income,2024,2.85,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Peru,PER,Latin America & Caribbean,Upper middle income,2024,33.87,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Peru,PER,Latin America & Caribbean,Upper middle income,2024,17.96,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Peru,PER,Latin America & Caribbean,Upper middle income,2024,34.77,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Peru,PER,Latin America & Caribbean,Upper middle income,2024,24.42,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Peru,PER,Latin America & Caribbean,Upper middle income,2024,23.06,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Peru,PER,Latin America & Caribbean,Upper middle income,2024,19.68,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Peru,PER,Latin America & Caribbean,Upper middle income,2024,27.7,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Poland,POL,Europe & Central Asia,High income,2024,73.08,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Poland,POL,Europe & Central Asia,High income,2024,70.08,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Poland,POL,Europe & Central Asia,High income,2024,85.36,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Poland,POL,Europe & Central Asia,High income,2024,88.44,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Poland,POL,Europe & Central Asia,High income,2024,87.33,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Poland,POL,Europe & Central Asia,High income,2024,87.94,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Poland,POL,Europe & Central Asia,High income,2024,89.15,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Poland,POL,Europe & Central Asia,High income,2024,87.14,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Poland,POL,Europe & Central Asia,High income,2024,85.41,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Poland,POL,Europe & Central Asia,High income,2024,80.94,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Poland,POL,Europe & Central Asia,High income,2024,83.3,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Poland,POL,Europe & Central Asia,High income,2024,85.45,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Portugal,PRT,Europe & Central Asia,High income,2024,47.64,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Portugal,PRT,Europe & Central Asia,High income,2024,69.11,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Portugal,PRT,Europe & Central Asia,High income,2024,71.28,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Portugal,PRT,Europe & Central Asia,High income,2024,74.69,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Portugal,PRT,Europe & Central Asia,High income,2024,70.11,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Portugal,PRT,Europe & Central Asia,High income,2024,69.68,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Portugal,PRT,Europe & Central Asia,High income,2024,76.02,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Portugal,PRT,Europe & Central Asia,High income,2024,58.18,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Portugal,PRT,Europe & Central Asia,High income,2024,74.23,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Portugal,PRT,Europe & Central Asia,High income,2024,70.19,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Portugal,PRT,Europe & Central Asia,High income,2024,23.93,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Portugal,PRT,Europe & Central Asia,High income,2024,70.06,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Portugal,PRT,Europe & Central Asia,High income,2024,68.72,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Saudi Arabia,SAU,Middle East & North Africa,High income,2024,90.12,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Saudi Arabia,SAU,Middle East & North Africa,High income,2024,87.45,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Saudi Arabia,SAU,Middle East & North Africa,High income,2024,88.46,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Saudi Arabia,SAU,Middle East & North Africa,High income,2024,86.73,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Saudi Arabia,SAU,Middle East & North Africa,High income,2024,86.38,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Saudi Arabia,SAU,Middle East & North Africa,High income,2024,89.63,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Saudi Arabia,SAU,Middle East & North Africa,High income,2024,89.11,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Saudi Arabia,SAU,Middle East & North Africa,High income,2024,89.05,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Saudi Arabia,SAU,Middle East & North Africa,High income,2024,90.16,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Saudi Arabia,SAU,Middle East & North Africa,High income,2024,89.67,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Saudi Arabia,SAU,Middle East & North Africa,High income,2024,59.0,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Saudi Arabia,SAU,Middle East & North Africa,High income,2024,90.86,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Saudi Arabia,SAU,Middle East & North Africa,High income,2024,85.53,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Serbia,SRB,Europe & Central Asia,Upper middle income,2024,57.4,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Serbia,SRB,Europe & Central Asia,Upper middle income,2024,78.81,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Serbia,SRB,Europe & Central Asia,Upper middle income,2024,66.43,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Serbia,SRB,Europe & Central Asia,Upper middle income,2024,75.35,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Serbia,SRB,Europe & Central Asia,Upper middle income,2024,65.3,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Serbia,SRB,Europe & Central Asia,Upper middle income,2024,68.5,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Serbia,SRB,Europe & Central Asia,Upper middle income,2024,66.64,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Serbia,SRB,Europe & Central Asia,Upper middle income,2024,66.55,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Serbia,SRB,Europe & Central Asia,Upper middle income,2024,67.24,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Serbia,SRB,Europe & Central Asia,Upper middle income,2024,62.34,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
